Measure Mode: wall_time
Thread ID: 70212782282580
Fiber ID: 70212755826020
Total: 0.678676
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.602     0.000     0.000     0.602        1   WEBrick::HTTPServer#run 
  0.00      0.000     0.000     0.000     0.000        2   BasicObject#!= 
  0.00      0.000     0.000     0.000     0.000        2   Float#> 
  0.00      0.000     0.000     0.000     0.000        2   Symbol#== 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212750040040
Fiber ID: 70212781621180
Total: 0.602107
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.602     0.000     0.602     0.000        1   <Class::IO>#select 
  0.00      0.602     0.000     0.000     0.602        1   WEBrick::GenericServer#start 
  0.00      0.000     0.000     0.000     0.000        1   Symbol#== 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212782332540
Fiber ID: 70212771358600
Total: 0.601945
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      0.602     0.000     0.602     0.000        2   <Class::IO>#select 
  0.00      0.602     0.000     0.000     0.602        1   WEBrick::HTTPServer#run 
  0.00      0.000     0.000     0.000     0.000        2   BasicObject#!= 
  0.00      0.000     0.000     0.000     0.000        2   Symbol#== 
  0.00      0.000     0.000     0.000     0.000        2   Float#> 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212763968760
Fiber ID: 70212796256620
Total: 0.467859
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.468     0.000     0.468     0.000        1   Kernel#sleep 
  0.00      0.468     0.000     0.000     0.468        1   WEBrick::Utils::TimeoutHandler#initialize 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Time>#now 
  0.00      0.000     0.000     0.000     0.000        1   Array#each 
  0.00      0.000     0.000     0.000     0.000        1   Time#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Hash#keys 
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#+ 

* indicates recursively called methods
